"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"PBH","Prestige Consumer Healthcare Inc.","30.18","$1.52B","2005","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pbh",
"PVG","Pretium Resources, Inc.","5.53","$1.03B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/pvg",
"PRI","Primerica, Inc.","62.35","$2.56B","2010","Finance","Life Insurance","https://old.nasdaq.com/symbol/pri",
"PRMW","Primo Water Corporation","8.21","$324.29M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/prmw",
"PGZ","Principal Real Estate Income Fund","13.26","$91.49M","2013","n/a","n/a","https://old.nasdaq.com/symbol/pgz",
"PRIF^A","Priority Income Fund, Inc.","17.5201","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prif^a",
"PRIF^B","Priority Income Fund, Inc.","17.86","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prif^b",
"PRIF^C","Priority Income Fund, Inc.","18.275","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prif^c",
"PRIF^D","Priority Income Fund, Inc.","17.8608","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prif^d",
"PRIF^E","Priority Income Fund, Inc.","16.884","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prif^e",
"PRIF^F","Priority Income Fund, Inc.","16.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prif^f",
"PRA","ProAssurance Corporation","25.32","$1.36B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/pra",
"PG","Procter & Gamble Company (The)","102.43","$252.95B","n/a","Basic Industries","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/pg",
"PGR","Progressive Corporation (The)","68.28","$39.96B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/pgr",
"PLD","Prologis, Inc.","62.82","$46.41B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/pld",
"PUMP","ProPetro Holding Corp.","1.92","$193.19M","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/pump",
"PRO","PROS Holdings, Inc.","26.21","$1.13B","2007","Technology","EDP Services","https://old.nasdaq.com/symbol/pro",
"PROS","ProSight Global, Inc.","10.72","$461.58M","2019","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/pros",
"PBB","Prospect Capital Corporation","19.14","n/a","2015","n/a","n/a","https://old.nasdaq.com/symbol/pbb",
"PBC","Prospect Capital Corporation","20.58","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/pbc",
"PBY","Prospect Capital Corporation","17.22","$874.56M","2018","n/a","n/a","https://old.nasdaq.com/symbol/pby",
"PB","Prosperity Bancshares, Inc.","48.44","$4.59B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pb",
"PRLB","Proto Labs, Inc.","64.61","$1.73B","2012","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/prlb",
"PFS","Provident Financial Services, Inc","10.43","$688.85M","2003","Finance","Savings Institutions","https://old.nasdaq.com/symbol/pfs",
"PJH","Prudential Financial, Inc.","22.2","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/pjh",
"PRH","Prudential Financial, Inc.","22.03","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/prh",
"PRS","Prudential Financial, Inc.","22.2906","$759.25M","2018","Finance","Life Insurance","https://old.nasdaq.com/symbol/prs",
"PRU","Prudential Financial, Inc.","42.26","$16.85B","2001","Finance","Life Insurance","https://old.nasdaq.com/symbol/pru",
"PUK","Prudential Public Limited Company","18.2","$23.67B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/puk",
"PUK^","Prudential Public Limited Company","23.39","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/puk^",
"PUK^A","Prudential Public Limited Company","23.52","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/puk^a",
"PSB","PS Business Parks, Inc.","110.17","$3.02B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psb",
"PSB^W","PS Business Parks, Inc.","19.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psb^w",
"PSB^X","PS Business Parks, Inc.","20.34","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psb^x",
"PSB^Y","PS Business Parks, Inc.","19.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psb^y",
"PSB^Z","PS Business Parks, Inc.","18.63","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psb^z",
"TLK","PT Telekomunikasi Indonesia, Tbk","17.22","$17.06B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tlk",
"PEG","Public Service Enterprise Group Incorporated","37.82","$19.1B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/peg",
"PSA","Public Storage","171.22","$29.9B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psa",
"PSA^B","Public Storage","22.502","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psa^b",
"PSA^C","Public Storage","21.34","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psa^c",
"PSA^D","Public Storage","21.3588","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psa^d",
"PSA^E","Public Storage","21.41","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psa^e",
"PSA^F","Public Storage","21.64","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psa^f",
"PSA^G","Public Storage","21.37","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psa^g",
"PSA^H","Public Storage","23.06","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psa^h",
"PSA^I","Public Storage","21.113","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psa^i",
"PSA^J","Public Storage","20.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psa^j",
"PSA^K","Public Storage","21.35","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psa^k",
"PSA^V","Public Storage","22.37","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psa^v",
"PSA^W","Public Storage","21.8","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psa^w",
"PSA^X","Public Storage","22.01","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psa^x",
"PHM","PulteGroup, Inc.","19.77","$5.34B","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/phm",
"PSTG","Pure Storage, Inc. ","9.73","$2.53B","2015","Technology","Electronic Components","https://old.nasdaq.com/symbol/pstg",
"PMM","Putnam Managed Municipal Income Trust","6.41","$315.4M","1989","n/a","n/a","https://old.nasdaq.com/symbol/pmm",
"PIM","Putnam Master Intermediate Income Trust","3.64","$188.54M","1988","n/a","n/a","https://old.nasdaq.com/symbol/pim",
"PMO","Putnam Municipal Opportunities Trust","11","$377.52M","1993","n/a","n/a","https://old.nasdaq.com/symbol/pmo",
"PPT","Putnam Premier Income Trust","4.06","$419.66M","1988","n/a","n/a","https://old.nasdaq.com/symbol/ppt",
"NEW","Puxin Limited","5.1","$443.77M","2018","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/new",
"PVH","PVH Corp.","31.57","$89.46M","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/pvh",
"PYX","Pyxus International, Inc.","2.08","$19.09M","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/pyx",
"PZN","Pzena Investment Management Inc","4.49","$321.67M","2007","Finance","Investment Managers","https://old.nasdaq.com/symbol/pzn",
"QTWO","Q2 Holdings, Inc.","55.31","$2.68B","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/qtwo",
"QEP","QEP Resources, Inc.","0.4073","$96.8M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/qep",
"QGEN","Qiagen N.V.","36.42","$8.3B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/qgen",
"QTS","QTS Realty Trust, Inc.","44.77","$2.61B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/qts",
"QTS^A","QTS Realty Trust, Inc.","24","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qts^a",
"QTS^B","QTS Realty Trust, Inc.","112.31","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qts^b",
"QUAD","Quad Graphics, Inc","3.26","$175.91M","n/a","Miscellaneous","Publishing","https://old.nasdaq.com/symbol/quad",
"KWR","Quaker Chemical Corporation","121.74","$2.16B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/kwr",
"NX","Quanex Building Products Corporation","8.37","$275.77M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/nx",
"PWR","Quanta Services, Inc.","25.13","$3.58B","n/a","Capital Goods","Engineering & Construction","https://old.nasdaq.com/symbol/pwr",
"QD","Qudian Inc.","1.88","$475.81M","2017","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/qd",
"DGX","Quest Diagnostics Incorporated","75.24","$10.04B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/dgx",
"QES","Quintana Energy Services Inc.","0.9926","$33.56M","2018","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/qes",
"QHC","Quorum Health Corporation","0.4","$13.17M","2016","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/qhc",
"QUOT","Quotient Technology Inc.","5.76","$516.4M","2014","Consumer Services","Advertising","https://old.nasdaq.com/symbol/quot",
"QVCC","QVC, Inc.","14.94","n/a","2019","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/qvcc",
"QVCD","QVC, Inc.","15.13","n/a","2018","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/qvcd",
"CTAA","Qwest Corporation","18.78","n/a","2016","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/ctaa",
"CTBB","Qwest Corporation","16.5","n/a","2016","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/ctbb",
"CTDD","Qwest Corporation","16.99","n/a","2017","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/ctdd",
"CTV","Qwest Corporation","17.13","n/a","2014","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/ctv",
"CTY","Qwest Corporation","15.85","n/a","2013","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cty",
"CTZ","Qwest Corporation","16.7","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/ctz",
"RRD","R.R. Donnelley & Sons Company","1.01","$71.62M","n/a","Miscellaneous","Publishing","https://old.nasdaq.com/symbol/rrd",
"RMED","Ra Medical Systems, Inc.","1.07","$14.73M","2018","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/rmed",
"RDN","Radian Group Inc.","14.12","$2.8B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/rdn",
"RFL","Rafael Holdings, Inc.","10.4","$164.52M","2018","Finance","Real Estate","https://old.nasdaq.com/symbol/rfl",
"RL","Ralph Lauren Corporation","66.61","$4.91B","1997","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/rl",
"RRC","Range Resources Corporation","3.05","$776.88M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/rrc",
"RNGR","Ranger Energy Services, Inc.","3.55","$55.02M","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/rngr",
"PACK","Ranpak Holdings Corp","6.19","$438.64M","2018","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/pack",
"PACK.WS","Ranpak Holdings Corp","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pack.ws",
"RJF","Raymond James Financial, Inc.","61.42","$8.55B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/rjf",
"RYAM","Rayonier Advanced Materials Inc.","1.4","$88.44M","2014","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/ryam",
"RYN","Rayonier Inc.","20.13","$2.6B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ryn",
"RTN","Raytheon Company","124.14","$34.57B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/rtn",
"RMAX","RE/MAX Holdings, Inc.","17.7","$539.3M","2013","Finance","Real Estate","https://old.nasdaq.com/symbol/rmax",
"RC","Ready Capital Corporation","6.12","$318.41M","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rc",
"RCA","Ready Capital Corporation","16.5","n/a","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rca",
"RCB","Ready Capital Corporation","13.61","n/a","2019","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rcb",
"RCP","Ready Capital Corporation","15.3266","n/a","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rcp",
"RLGY","Realogy Holdings Corp.","2.78","$320.4M","2012","Finance","Real Estate","https://old.nasdaq.com/symbol/rlgy",
"O","Realty Income Corporation","47.42","$16.31B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/o",
"RLH","Red Lion Hotels Corporation","1.65","$41.59M","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/rlh",
"RWT","Redwood Trust, Inc.","4.85","$554.62M","1995","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rwt",
"RBC","Regal Beloit Corporation","57.66","$2.34B","n/a","Consumer Durables","Metal Fabrications","https://old.nasdaq.com/symbol/rbc",
"RM","Regional Management Corp.","12.27","$135.18M","2012","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/rm",
"RF","Regions Financial Corporation","8.26","$7.91B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/rf",
"RF^A","Regions Financial Corporation","21.9914","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rf^a",
"RF^B","Regions Financial Corporation","19.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rf^b",
"RF^C","Regions Financial Corporation","19.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rf^c",
"RGS","Regis Corporation","6.53","$232.25M","1991","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/rgs",
"RGA","Reinsurance Group of America, Incorporated","60.66","$3.8B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/rga",
"RZA","Reinsurance Group of America, Incorporated","18.95","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/rza",
"RZB","Reinsurance Group of America, Incorporated","19.4","n/a","2016","Finance","Life Insurance","https://old.nasdaq.com/symbol/rzb",
"RS","Reliance Steel & Aluminum Co.","74.41","$4.98B","1994","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/rs",
"RELX","RELX PLC","16.95","$32.76B","2015","Consumer Services","Publishing","https://old.nasdaq.com/symbol/relx",
"RNR","RenaissanceRe Holdings Ltd.","129.3","$5.71B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/rnr",
"RNR^C.CL","RenaissanceRe Holdings Ltd.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rnr^c.cl",
"RNR^E","RenaissanceRe Holdings Ltd.","17.51","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rnr^e",
"RNR^F","RenaissanceRe Holdings Ltd.","19.06","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rnr^f",
"SOL","Renesola Ltd.","1.03","$49.55M","2008","Technology","Semiconductors","https://old.nasdaq.com/symbol/sol",
"RENN","Renren Inc.","0.7499","$17.41M","2011","Technology","EDP Services","https://old.nasdaq.com/symbol/renn",
"RPLA","Replay Acquisition Corp.","9.5","$341.41M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/rpla",
"RPLA.U","Replay Acquisition Corp.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/rpla.u",
"RPLA.WS","Replay Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rpla.ws",
"RSG","Republic Services, Inc.","71.54","$22.83B","1998","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/rsg",
"REZI","Resideo Technologies, Inc.","5.11","$628.21M","2018","Capital Goods","Wholesale Distributors","https://old.nasdaq.com/symbol/rezi",
"RMD","ResMed Inc.","114.34","$16.54B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/rmd",
"RFP","Resolute Forest Products Inc.","1.35","$117.18M","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/rfp",
"QSR","Restaurant Brands International Inc.","32.02","$9.57B","2014","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/qsr",
"RPAI","Retail Properties of America, Inc.","4.79","$1.02B","2012","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rpai",
"RVI","Retail Value Inc.","9.31","$184.49M","2018","Finance","Real Estate","https://old.nasdaq.com/symbol/rvi",
"REVG","REV Group, Inc.","5.32","$336.53M","2017","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/revg",
"REV","Revlon, Inc.","10.28","$545.56M","1996","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/rev",
"RVLV","Revolve Group, Inc.","7.66","$531.21M","2019","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/rvlv",
"REX","REX American Resources Corporation","46.27","$291.19M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/rex",
"REXR","Rexford Industrial Realty, Inc.","33.95","$3.87B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rexr",
"REXR^A","Rexford Industrial Realty, Inc.","21.71","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rexr^a",
"REXR^B","Rexford Industrial Realty, Inc.","21.45","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rexr^b",
"REXR^C","Rexford Industrial Realty, Inc.","20.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rexr^c",
"RXN","Rexnord Corporation","21","$2.56B","2012","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/rxn",
"RH","RH","82.13","$1.56B","2012","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/rh",
"RNG","Ringcentral, Inc.","183.86","$16.02B","2013","Technology","EDP Services","https://old.nasdaq.com/symbol/rng",
"RIO","Rio Tinto Plc","36.57","$45.59B","2002","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/rio",
"RBA","Ritchie Bros. Auctioneers Incorporated","28.32","$3.1B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rba",
"RAD","Rite Aid Corporation","17.63","$966.45M","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/rad",
"RMM","RiverNorth Managed Duration Municipal Income Fund, Inc.","14.64","$267.18M","2019","n/a","n/a","https://old.nasdaq.com/symbol/rmm",
"RMPL^","RiverNorth Marketplace Lending Corporation","21.27","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rmpl^",
"RSF","RiverNorth Marketplace Lending Corporation","15.25","$100.93M","2019","n/a","n/a","https://old.nasdaq.com/symbol/rsf",
"RMI","RiverNorth Opportunistic Municipal Income Fund, Inc.","17.1","$108.98M","2018","n/a","n/a","https://old.nasdaq.com/symbol/rmi",
"RIV","RiverNorth Opportunities Fund, Inc.","11.16","$104.08M","2015","n/a","n/a","https://old.nasdaq.com/symbol/riv",
"OPP","RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.","12.74","$170.52M","2016","n/a","n/a","https://old.nasdaq.com/symbol/opp",
"RLI","RLI Corp.","73.63","$3.31B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/rli",
"RLJ","RLJ Lodging Trust","4.66","$785.61M","2011","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rlj",
"RLJ^A","RLJ Lodging Trust","14.06","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rlj^a",
"RMG","RMG Acquisition Corp.","9.62","$276.58M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/rmg",
"RMG.U","RMG Acquisition Corp.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/rmg.u",
"RMG.WS","RMG Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rmg.ws",
"RRTS","Roadrunner Transportation Systems, Inc.","7","$263.49M","2010","Transportation","Oil Refining/Marketing","https://old.nasdaq.com/symbol/rrts",
"RHI","Robert Half International Inc.","35","$4.03B","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/rhi",
"ROK","Rockwell Automation, Inc.","126.79","$14.73B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/rok",
"RCI","Rogers Communication, Inc.","37.78","$14.88B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/rci",
"ROG","Rogers Corporation","80.79","$1.5B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/rog",
"ROL","Rollins, Inc.","35","$11.47B","n/a","Finance","Diversified Commercial Services","https://old.nasdaq.com/symbol/rol",
"ROP","Roper Technologies, Inc.","283.15","$30.04B","1992","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/rop",
"RST","Rosetta Stone","11.55","$287.03M","2009","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/rst",
"RY","Royal Bank Of Canada","54.51","$77.62B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/ry",
"RY^T","Royal Bank Of Canada","24.31","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ry^t",
"RBS","Royal Bank Scotland plc (The)","2.54","$15.36B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/rbs",
"RCL","Royal Caribbean Cruises Ltd.","23.81","$4.98B","1993","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/rcl",
"RDS.A","Royal Dutch Shell PLC","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rds.a",
"RDS.B","Royal Dutch Shell PLC","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rds.b",
"RGT","Royce Global Value Trust, Inc.","6.685","$70.22M","2013","n/a","n/a","https://old.nasdaq.com/symbol/rgt",
"RMT","Royce Micro-Cap Trust, Inc.","4.74","$199.17M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rmt",
"RVT","Royce Value Trust, Inc.","8.43","$827.98M","1986","n/a","n/a","https://old.nasdaq.com/symbol/rvt",
"RES","RPC, Inc.","2.4","$514.64M","n/a","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/res",
"RPM","RPM International Inc.","49.44","$6.42B","n/a","Basic Industries","Paints/Coatings","https://old.nasdaq.com/symbol/rpm",
"RPT","RPT Realty","6.53","$526.36M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rpt",
"RPT^D","RPT Realty","32","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rpt^d",
"RTW","RTW Retailwinds, Inc.","0.16","$10.44M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/rtw",
"RYB","RYB Education, Inc.","3.45","$98.71M","2017","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/ryb",
"R","Ryder System, Inc.","26.39","$1.38B","n/a","Consumer Services","Rental/Leasing Companies","https://old.nasdaq.com/symbol/r",
"RYI","Ryerson Holding Corporation","4.53","$169.66M","2014","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/ryi",
"RHP","Ryman Hospitality Properties, Inc.","21.49","$1.18B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rhp",
"SPGI","S&P Global Inc.","208.79","$50.9B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/spgi",
"SBR","Sabine Royalty Trust","25.62","$373.52M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/sbr",
"SB","Safe Bulkers, Inc","1.01","$104.47M","2008","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/sb",
"SB^C","Safe Bulkers, Inc","13.2769","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sb^c",
"SB^D","Safe Bulkers, Inc","12.75","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sb^d",
"SFE","Safeguard Scientifics, Inc.","4.97","$102.64M","n/a","Finance","Finance/Investors Services","https://old.nasdaq.com/symbol/sfe",
"SAFE","Safehold Inc.","52","$2.49B","2017","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/safe",
"SAIL","SailPoint Technologies Holdings, Inc.","14.88","$1.34B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/sail",
"CRM","Salesforce.com Inc","139.35","$124.72B","2004","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/crm",
"SMM","Salient Midstream & MLP Fund","3.1","$54.94M","2012","n/a","n/a","https://old.nasdaq.com/symbol/smm",
"SBH","Sally Beauty Holdings, Inc.","9.06","$1.06B","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/sbh",
"SJT","San Juan Basin Royalty Trust","1.77","$82.5M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/sjt",
"SD","SandRidge Energy, Inc.","0.7998","$28.61M","2016","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/sd",
"PER","SandRidge Permian Trust","0.42","$22.05M","2011","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/per",
"SAND          ","Sandstorm Gold Ltd","4.52","$807.98M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/sand",
"SC","Santander Consumer USA Holdings Inc.","11.49","$3.7B","2014","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/sc",
"SAP","SAP SE","94.3","$112.56B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/sap",
"SAF","Saratoga Investment Corp","17.7","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/saf",
"SAR","Saratoga Investment Corp","11.86","$132.62M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sar",
"SSL","Sasol Ltd.","1.61","$1.02B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ssl",
"BFS","Saul Centers, Inc.","25.61","$594.57M","1993","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/bfs",
"BFS^D","Saul Centers, Inc.","18.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bfs^d",
"BFS^E","Saul Centers, Inc.","16.4755","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bfs^e",
"SCPE","SC Health Corporation","9.62","$219.46M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/scpe",
"SCPE.U","SC Health Corporation","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/scpe.u",
